date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:36:08	140981/140981	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:07%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white.html	(from )
16:36:08	301/301	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Jun%202019%2012:36:08%20GMT	http://magedemo.solwininfotech.com/robots.txt		(from )
16:36:08	6277/6277	---M-Z	200	added ('OK')	text/css	etag:%221885-581d3eb0e6778-gzip%22	http://magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/mage/calendar.css	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/mage/calendar.css	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:09	304114/304114	---M-Z	200	added ('OK')	text/css	etag:%224a3f2-581d3e9dc01c3-gzip%22	http://magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/css/styles-m.css	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/css/styles-m.css	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:10	1094/1094	---M-Z	200	added ('OK')	text/css	etag:%22446-581d3e91b3242-gzip%22	http://magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/Solwin_ScrolltoTop/css/scroll.css	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/Solwin_ScrolltoTop/css/scroll.css	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:10	1497/1497	---M-Z	200	added ('OK')	text/css	etag:%225d9-581d3e91ac4e2-gzip%22	http://magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/Solwin_Cpanel/css/owl.carousel.css	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/Solwin_Cpanel/css/owl.carousel.css	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:10	2247/2247	---M-Z	200	added ('OK')	text/css	etag:%228c7-581d3e91ac4e2-gzip%22	http://magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/Solwin_Cpanel/css/owl.theme.css	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/Solwin_Cpanel/css/owl.theme.css	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:11	4476/4476	---M-Z	200	added ('OK')	text/css	etag:%22117c-581d3e91ad482-gzip%22	http://magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/Solwin_Cpanel/css/owl.transitions.css	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/Solwin_Cpanel/css/owl.transitions.css	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:11	4895/4895	---M-Z	200	added ('OK')	text/css	etag:%22131f-581d3e91ae422-gzip%22	http://magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/Solwin_Cpanel/css/fancybox/jquery.fancybox.css	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/Solwin_Cpanel/css/fancybox/jquery.fancybox.css	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:11	27466/27466	---M-Z	200	added ('OK')	text/css	etag:%226b4a-581d3e91ab542-gzip%22	http://magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/Solwin_Cpanel/css/font-awesome.min.css	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/Solwin_Cpanel/css/font-awesome.min.css	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:12	118749/118749	---M-Z	200	added ('OK')	text/css	etag:%221cfdd-581d3e9675e4f-gzip%22	http://magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/css/styles-l.css	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/css/styles-l.css	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:12	30507/30507	---M-Z	200	added ('OK')	text/css	etag:%22772b-581d3e92fc3e5-gzip%22	http://magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/css/print.css	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/css/print.css	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:13	7959/7959	---M-Z	200	added ('OK')	application/javascript	etag:%221f17-581d3eb0f80b8-gzip%22	http://magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/mage/requirejs/mixins.js	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/mage/requirejs/mixins.js	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:13	82717/82717	---M-Z	200	added ('OK')	application/javascript	etag:%221431d-581d3e9e37404-gzip%22	http://magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/requirejs/require.js	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/requirejs/require.js	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:13	14479/14479	---M-Z	200	added ('OK')	application/javascript	etag:%22388f-581d3ef5f72d8-gzip%22	http://magedemo.solwininfotech.com/magento2/freego/theme/pub/static/_requirejs/frontend/Solwin/freego/en_US/requirejs-config.js	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/pub/static/_requirejs/frontend/Solwin/freego/en_US/requirejs-config.js	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:13	960/960	---M-Z	200	added ('OK')	application/javascript	etag:%223c0-581d3e91b3242-gzip%22	http://magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/Solwin_ScrolltoTop/js/scroll.js	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/Solwin_ScrolltoTop/js/scroll.js	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:14	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%2247e-57fca1a874b9b%22	http://magedemo.solwininfotech.com/magento2/freego/theme/pub/media/favicon/default/favicon.ico	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/pub/media/favicon/default/favicon.ico	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:14	8118/8118	---M-Z	200	added ('OK')	text/css	etag:%221fb6-581d3e9e1ce24-gzip%22	http://magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/css/whitedemo.css	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/pub/static/frontend/Solwin/freego/en_US/css/whitedemo.css	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:14	3883/3883	---M--	200	added ('OK')	image/png	etag:%22f2b-57fca1a869fbb%22	http://magedemo.solwininfotech.com/magento2/freego/theme/pub/media/logo/default/FreeGo_1.png	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/pub/media/logo/default/FreeGo_1.png	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:15	118092/118092	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:14%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/cameras.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/cameras.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:15	46289/46289	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:14%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/customer/account/login/	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/customer/account/login/index.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:16	47450/47450	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:15%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/customer/account/create/	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/customer/account/create/index.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:16	43277/43277	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:15%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/checkout/cart/	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/checkout/cart/index.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:16	82772/82772	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:16%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/cameras/dslr.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/cameras/dslr.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:17	50320/50320	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:15%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/catalogsearch/advanced/	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/catalogsearch/advanced/index.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:17	140983/140983	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:16%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/index.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:18	82979/82979	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:17%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/cameras/point-shoot.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/cameras/point-shoot.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:19	83706/83706	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:18%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/cameras/action-lifestyle-cameras.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/cameras/action-lifestyle-cameras.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:20	95143/95143	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:19%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/cameras/instant-cameras.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/cameras/instant-cameras.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:21	82844/82844	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:20%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/cameras/sony.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/cameras/sony.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:23	118532/118532	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:22%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/mobiles.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/mobiles.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:24	83291/83291	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:23%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/mobiles/apple.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/mobiles/apple.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:25	77136/77136	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:24%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/mobiles/microsoft.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/mobiles/microsoft.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:26	76457/76457	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:25%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/mobiles/sony.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/mobiles/sony.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:28	94558/94558	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:27%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/mobiles/nokia.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/mobiles/nokia.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:29	88698/88698	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:28%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/mobiles/htc.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/mobiles/htc.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:30	116809/116809	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:29%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/tablets.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/tablets.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:31	82344/82344	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:30%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/tablets/apple.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/tablets/apple.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:32	82324/82324	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:31%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/tablets/hp.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/tablets/hp.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:33	82405/82405	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:32%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/tablets/dell.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/tablets/dell.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:35	82372/82372	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:33%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/tablets/asus.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/tablets/asus.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:36	82502/82502	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:35%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/tablets/lenovo.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/tablets/lenovo.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:36	118024/118024	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:36%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/laptops.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/laptops.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:38	82812/82812	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:36%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/laptops/apple.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/laptops/apple.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:39	82317/82317	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:38%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/laptops/dell.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/laptops/dell.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:40	82917/82917	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:39%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/laptops/lenovo.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/laptops/lenovo.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:41	82919/82919	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:40%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/laptops/alienware.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/laptops/alienware.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:42	82673/82673	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:41%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/laptops/hp.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/laptops/hp.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:43	116213/116213	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:42%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/televisions.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/televisions.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:43	82541/82541	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:43%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/televisions/lg.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/televisions/lg.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:45	82682/82682	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:43%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/televisions/philips.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/televisions/philips.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:46	82823/82823	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:45%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/televisions/panasonic.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/televisions/panasonic.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:47	82611/82611	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:46%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/televisions/sharp.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/televisions/sharp.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:49	117848/117848	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:47%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/audio-video.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/audio-video.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:49	82772/82772	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:49%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/audio-video/home-theaters.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/audio-video/home-theaters.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:50	83588/83588	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:49%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/audio-video/bbluetooth-sspeakers.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/audio-video/bbluetooth-sspeakers.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:51	83571/83571	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:50%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/audio-video/bluetooth-headset.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/audio-video/bluetooth-headset.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:53	71187/71187	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:51%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/audio-video/mobile-table-speakers.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/audio-video/mobile-table-speakers.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:55	83899/83899	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:36:53%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/catalog/category/view/s/mobile-speaker/id/38/	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/catalog/category/view/s/mobile-speaker/id/38/index.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:36:59	32814/32814	---M--	200	added ('OK')	image/jpeg	etag:%22802e-5801eed3765bf%22	http://magedemo.solwininfotech.com/magento2/freego/theme/pub/media/wysiwyg/home/home-advertisment-1.jpg	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/pub/media/wysiwyg/home/home-advertisment-1.jpg	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:37:04	53127/53127	---M--	200	added ('OK')	image/jpeg	etag:%22cf87-5801eed4b3be2%22	http://magedemo.solwininfotech.com/magento2/freego/theme/pub/media/wysiwyg/home/home-advertisment-2.jpg	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/pub/media/wysiwyg/home/home-advertisment-2.jpg	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:37:06	96466/96466	---M--	200	added ('OK')	image/jpeg	etag:%22178d2-5801edc55da2f%22	http://magedemo.solwininfotech.com/magento2/freego/theme/pub/media/wysiwyg/home/home-white-slider-1.jpg	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/pub/media/wysiwyg/home/home-white-slider-1.jpg	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:37:07	43507/43507	---M--	200	added ('OK')	image/jpeg	etag:%22a9f3-5801eed5a0125%22	http://magedemo.solwininfotech.com/magento2/freego/theme/pub/media/wysiwyg/home/home-advertisment-3.jpg	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/pub/media/wysiwyg/home/home-advertisment-3.jpg	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:37:08	59861/59861	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:37:07%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/ridiculus-mus.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/ridiculus-mus.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:37:11	12971/12971	---M--	200	added ('OK')	image/jpeg	etag:%2232ab-5800b25ad633a%22	http://magedemo.solwininfotech.com/magento2/freego/theme/pub/media/catalog/product/cache/3/small_image/300x375/beff4985b56e3afdbeabfc89641a4582/p/2/p2_1.jpg	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/pub/media/catalog/product/cache/3/small_image/300x375/beff4985b56e3afdbeabfc89641a4582/p/2/p2_1.jpg	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:37:12	59920/59920	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:37:11%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/sem-nec-trisqu.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/sem-nec-trisqu.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:37:12	52317/52317	---M--	200	added ('OK')	image/jpeg	etag:%22cc5d-5801eed697248%22	http://magedemo.solwininfotech.com/magento2/freego/theme/pub/media/wysiwyg/home/home-advertisment-4.jpg	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/pub/media/wysiwyg/home/home-advertisment-4.jpg	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:37:14	9332/9332	---M--	200	added ('OK')	image/jpeg	etag:%222474-5800b25b0be9a%22	http://magedemo.solwininfotech.com/magento2/freego/theme/pub/media/catalog/product/cache/3/small_image/300x375/beff4985b56e3afdbeabfc89641a4582/p/3/p3_1_1.jpg	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/pub/media/catalog/product/cache/3/small_image/300x375/beff4985b56e3afdbeabfc89641a4582/p/3/p3_1_1.jpg	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
16:37:14	59904/59904	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202019%2012:37:13%20GMT	http://magedemo.solwininfotech.com/magento2/freego/theme/white/habitasse-plat.html	Z:/My%20Web%20Sites/magento_theme_project/magedemo.solwininfotech.com/magento2/freego/theme/white/habitasse-plat.html	(from http://magedemo.solwininfotech.com/magento2/freego/theme/white)
